,OBJECTID,SITE_NO,DEC_LAT_VA,DEC_LONG_V,LSElevFt,NHDStrmOrd,SiteType,WLElevFt,DTWFt,dtwBin,location,geometry_x,x,y,sim_top,sim_heads,model,WLm,DTWm,LSDm,sim_dtw_top,sim_dtw_lsd,dtw_res_top,dtw_res_lsd,res_wl_el,res_lsd,swgw,model_num,model_name
135,667,455942089284401,45.994952,-89.479031,1661.647095,1,GW,1646.745428,14.901667,6,Hydroregion 7,POINT (505497.2553999983 2573649.783399999),505497.2553999983,2573649.783399999,508.3263360037264,499.9559028090161,huc_07070001_domain,501.9280064544,4.542028101600001,506.47003455600003,8.370433194710301,1161.6911921909839,-3.828405093110301,-1157.149164089384,1.9721036453839247,1153.3207589962735,0,24,huc_07070001_domain
136,707,460113089042701,46.020233,-89.074298,1697.539429,3,GW,1694.443546,3.095882,4,Hydroregion 7,POINT (536613.3410999998 2578667.8544),536613.3410999998,2578667.8543999996,510.47050634518223,509.2644010109014,huc_07070001_domain,516.4663928208,0.9436248336,517.4100179592,1.206105334280835,1188.2750279890986,-0.26248050068083495,-1187.3314031554985,7.2019918098986295,1187.0689226548177,0,24,huc_07070001_domain
137,709,460117089322101,46.02134,-89.539311,1649.015869,1,GW,1644.955869,4.06,4,Hydroregion 7,POINT (500632.6616999991 2576252.714),500632.6616999991,2576252.7139999997,505.9027532988925,499.4425089453904,huc_07070001_domain,501.3825488712,1.237488,502.62003687120006,6.460244353502105,1149.5733600546096,-5.222756353502105,-1148.3358720546096,1.9400399258096286,1143.1131157011075,0,24,huc_07070001_domain
138,710,460130089121101,46.024953,-89.20319,1702.887207,2,GW,1693.101707,9.7855,5,Hydroregion 7,POINT (526606.4125000015 2578469.3749),526606.4125000015,2578469.3749,513.4086645157518,509.7198663861109,huc_07070001_domain,516.0574002936,2.9826204000000005,519.0400206936,3.6887981296408725,1193.167340613889,-0.706177729640872,-1190.184720213889,6.33753390748916,1189.4785424842482,0,24,huc_07070001_domain
139,712,460204089191501,46.034396,-89.320971,1662.598511,1,GW,1651.779066,10.819444,6,Hydroregion 7,POINT (517422.4750999995 2578867.822899999),517422.47509999946,2578867.822899999,505.3398840636655,501.03298679688885,huc_07070001_domain,503.46225931680004,3.2977665312,506.7600261528,4.306897266776673,1161.5655242031112,-1.0091307355766728,-1158.267757671911,2.429272519911194,1157.2586269363344,0,24,huc_07070001_domain
140,713,460208089244101,46.035507,-89.411529,1720.24292,1,GW,1696.641968,23.600952,7,Hydroregion 7,POINT (510409.7166999988 2578501.0615),510409.7166999988,2578501.0615,523.2984174699652,531.1965585911839,huc_07070001_domain,517.1364718464,7.1935701696,524.330042016,-7.898141121218714,1189.046361408816,15.091711290818715,-1181.852791239216,-14.060086744783916,1196.9445025300347,0,24,huc_07070001_domain
141,714,460208089244102,46.035507,-89.411529,1720.24292,1,GW,1696.750063,23.492857,7,Hydroregion 7,POINT (510409.7166999988 2578501.0615),510409.7166999988,2578501.0615,523.2984174699652,531.1965585911839,huc_07070001_domain,517.1694192024,7.160622813600001,524.330042016,-7.898141121218714,1189.046361408816,15.058763934818714,-1181.885738595216,-14.027139388783894,1196.9445025300347,0,24,huc_07070001_domain
142,724,460515089082901,46.087453,-89.141524,1720.833374,1,GW,1708.033374,12.8,6,Hydroregion 7,POINT (530875.8158 2585730.5041),530875.8158,2585730.5041000005,549.2043551942205,520.0937524497168,huc_07070001_domain,520.6085723952001,3.9014400000000005,524.5100123952001,29.110602744503694,1200.7396215502831,-25.209162744503693,-1196.838181550283,0.514819945483282,1171.6290188057797,0,24,huc_07070001_domain
143,728,460619089045301,46.105231,-89.081523,1747.211426,1,GW,1722.902537,24.308889,7,Hydroregion 7,POINT (535368.4572999999 2588034.629899999),535368.4572999999,2588034.629899999,532.4718490762563,522.9674266909581,huc_07070001_domain,525.1406932776,7.409349367200001,532.5500426448001,9.504422385298199,1224.243999309042,-2.095073018098198,-1216.834649941842,2.173266586641944,1214.7395769237437,0,24,huc_07070001_domain
144,729,460620089203501,46.105506,-89.343196,1703.346558,1,GW,1689.048558,14.298,6,Hydroregion 7,POINT (515151.252799999 2586618.8292),515151.25279999897,2586618.8291999996,520.1488614992128,517.9045840173405,huc_07070001_domain,514.8220004784,4.3580304000000005,519.1800308784,2.2442774818722455,1185.4419739826594,2.113752918127755,-1181.0839435826595,-3.0825835389405256,1183.197696500787,0,24,huc_07070001_domain
145,733,460701089092001,46.116896,-89.155691,1698.425293,1,GW,1689.987515,8.437778,5,Hydroregion 7,POINT (529545.9769000001 2588910.080600001),529545.9769000001,2588910.080600001,522.6332099686614,511.5512435887975,huc_07070001_domain,515.108194572,2.5718347344,517.6800293064,11.0819663798639,1186.8740494112026,-8.5101316454639,-1184.3022146768026,3.556950983202512,1175.7920830313387,0,24,huc_07070001_domain
146,734,460701089092002,46.116896,-89.155691,1698.425293,1,GW,1688.144182,10.281111,6,Hydroregion 7,POINT (529545.9769000001 2588910.080600001),529545.9769000001,2588910.080600001,522.6332099686614,511.5512435887975,huc_07070001_domain,514.5463466736,3.1336826328,517.6800293064,11.0819663798639,1186.8740494112026,-7.9482837470639005,-1183.7403667784026,2.9951030848025653,1175.7920830313387,0,24,huc_07070001_domain
147,736,460803089143601,46.134117,-89.243471,1691.863647,2,GW,1676.53087,15.332778,6,Hydroregion 7,POINT (522630.2259000018 2590329.989499999),522630.2259000018,2590329.989499999,516.4076472328024,511.9624715217609,huc_07070001_domain,511.00660917600004,4.6734307344,515.6800396056,4.445175711041543,1179.901175478239,0.22825502335845727,-1175.2277447438391,-0.9558623457608633,1175.4559997671975,0,24,huc_07070001_domain
148,737,460846089093901,46.146062,-89.16097,1697.933105,1,GW,1690.759576,7.173529,5,Hydroregion 7,POINT (528905.5914999992 2592108.3321),528905.5914999992,2592108.3321,514.9226194348105,513.8447549305413,huc_07070001_domain,515.3435187648,2.1864916392000002,517.530010404,1.0778645042692006,1184.0883500694588,1.1086271349307997,-1181.9018584302587,1.4987638342587388,1183.0104855651896,0,24,huc_07070001_domain
149,742,460956089204801,46.165505,-89.346808,1739.599854,1,GW,1708.304615,31.295238,8,Hydroregion 7,POINT (514406.4653999992 2593239.8883),514406.4653999992,2593239.8882999998,526.9825278828908,529.2213138338022,huc_07070001_domain,520.691246652,9.5387885424,530.2300354992001,-2.2387859509113923,1210.3785401661978,11.777574493311393,-1200.8397516237978,-8.530067181802224,1212.6173261171093,0,24,huc_07070001_domain
150,515,440145089365701,44.029139,-89.615957,1052.329468,1,GW,1038.745622,13.583846,6,Hydroregion 7,POINT (509581.6576999985 2354691.5337),509581.65769999847,2354691.5337000005,321.80911475294965,322.63512755185656,huc_07070003_domain,316.6096655856,4.1403562608,320.7500218464,-0.8260127989069019,729.6943404481433,4.966369059706902,-725.5539841873433,-6.025461966256557,730.5203532470503,0,25,huc_07070003_domain
151,516,440146089364401,44.029417,-89.612346,1057.250732,1,GW,1040.685316,16.565417,6,Hydroregion 7,POINT (509867.3892999999 2354741.8137),509867.3892999999,2354741.8137,322.71489109795766,323.43778424685087,huc_07070003_domain,317.20088431680006,5.049139101600001,322.2500231136,-0.7228931488932062,733.812947753149,5.772032250493207,-728.7638086515491,-6.236899930050811,734.5358409020423,0,25,huc_07070003_domain
152,517,440146089364402,44.029417,-89.612346,1057.250732,1,GW,1040.657203,16.593529,6,Hydroregion 7,POINT (509867.3892999999 2354741.8137),509867.3892999999,2354741.8137,322.71489109795766,323.43778424685087,huc_07070003_domain,317.1923154744,5.0577076392,322.2500231136,-0.7228931488932062,733.812947753149,5.780600788093206,-728.7552401139491,-6.245468772450863,734.5358409020423,0,25,huc_07070003_domain
153,518,440151089363001,44.030806,-89.608457,1058.333374,1,GW,1041.470174,16.8632,6,Hydroregion 7,POINT (510166.931499999 2354917.2148),510166.931499999,2354917.2148,323.05316005242724,324.1917253980966,huc_07070003_domain,317.4401090352,5.13990336,322.5800123952,-1.138565345669349,734.1416486019034,6.278468705669349,-729.0017452419034,-6.751616362896584,735.2802139475727,0,25,huc_07070003_domain
154,519,440151089363002,44.030806,-89.608457,1058.333374,1,GW,1041.365774,16.9676,6,Hydroregion 7,POINT (510166.931499999 2354917.2148),510166.931499999,2354917.2148,323.05316005242724,324.1917253980966,huc_07070003_domain,317.40828791520005,5.171724480000001,322.5800123952,-1.138565345669349,734.1416486019034,6.31028982566935,-728.9699241219034,-6.783437482896545,735.2802139475727,0,25,huc_07070003_domain
155,520,440159089370501,44.033028,-89.618179,1051.148315,1,GW,1041.691777,9.456539,5,Hydroregion 7,POINT (509375.4475000016 2355112.2837),509375.44750000164,2355112.2837000005,320.7462280422686,321.73647516246183,huc_07070003_domain,317.50765362960004,2.8823530872,320.390006412,-0.990247120193203,729.4118398375381,3.872600207393203,-726.529486750338,-4.228821532861787,730.4020869577313,0,25,huc_07070003_domain
156,521,440159089370502,44.033028,-89.618179,1051.148315,1,GW,1041.5987,9.549615,5,Hydroregion 7,POINT (509375.4475000016 2355112.2837),509375.44750000164,2355112.2837000005,320.7462280422686,321.73647516246183,huc_07070003_domain,317.47928376000004,2.910722652,320.390006412,-0.990247120193203,729.4118398375381,3.900969772193203,-726.5011171855381,-4.257191402461785,730.4020869577313,0,25,huc_07070003_domain
157,522,440207089363001,44.03525,-89.608457,1050.131348,1,GW,1042.704148,7.4272,5,Hydroregion 7,POINT (510133.6297000013 2355411.687100001),510133.62970000133,2355411.6871000007,321.2956504841271,323.95864453277676,huc_07070003_domain,317.8162243104,2.26381056,320.08003487039997,-2.6629940486496366,726.1727034672231,4.926804608649636,-723.908892907223,-6.1424202223767566,728.8356975158728,0,25,huc_07070003_domain
158,523,440207089363002,44.03525,-89.608457,1050.131348,1,GW,1042.729748,7.4016,5,Hydroregion 7,POINT (510133.6297000013 2355411.687100001),510133.62970000133,2355411.6871000007,321.2956504841271,323.95864453277676,huc_07070003_domain,317.8240271904,2.25600768,320.08003487039997,-2.6629940486496366,726.1727034672231,4.919001728649636,-723.916695787223,-6.134617342376771,728.8356975158728,0,25,huc_07070003_domain
159,524,440211089365101,44.036361,-89.61429,1051.181152,1,GW,1040.071152,11.11,6,Hydroregion 7,POINT (509660.4279000014 2355503.9958),509660.4279000014,2355503.9957999997,320.6716591606831,322.5243021046598,huc_07070003_domain,317.0136871296,3.386328,320.40001512960004,-1.8526429439767185,728.6568498953403,5.238970943976718,-725.2705218953403,-5.510614975059809,730.5094928393171,0,25,huc_07070003_domain
160,525,440211089365102,44.036361,-89.61429,1051.181152,1,GW,1039.821986,11.359167,6,Hydroregion 7,POINT (509660.4279000014 2355503.9958),509660.4279000014,2355503.9957999997,320.6716591606831,322.5243021046598,huc_07070003_domain,316.9377413328,3.4622741016,320.40001512960004,-1.8526429439767185,728.6568498953403,5.314917045576719,-725.1945757937403,-5.5865607718598085,730.5094928393171,0,25,huc_07070003_domain
161,526,440614089290701,44.103863,-89.485399,1152.067017,1,GW,1049.067017,103.0,9,Hydroregion 7,POINT (519416.0799000002 2363711.019099999),519416.07990000024,2363711.019099999,354.3501511773805,346.6564665226376,huc_07070003_domain,319.75562678160003,31.3944,351.15002678160005,7.693684654742924,805.4105504773624,23.700715345257077,-774.0161504773624,-26.900839741037544,797.7168658226196,0,25,huc_07070003_domain
162,527,440614089291102,44.103863,-89.48651,1152.067017,1,GW,1050.877017,101.19,9,Hydroregion 7,POINT (519327.6275999993 2363704.944599999),519327.6275999993,2363704.944599999,353.3176486874004,346.6266386995219,huc_07070003_domain,320.30731478160004,30.842712000000002,351.15002678160005,6.691009987878488,805.4403783004782,24.151702012121515,-774.5976663004782,-26.31932391792185,798.7493683125997,0,25,huc_07070003_domain
163,528,440630089291101,44.108307,-89.48651,1144.619507,1,GW,1053.859507,90.76,9,Hydroregion 7,POINT (519293.6963 2364199.303400001),519293.69629999995,2364199.3034000006,350.5685909241197,346.7643255132393,huc_07070003_domain,321.2163777336,27.663648000000002,348.88002573360006,3.8042654108803617,797.8551814867608,23.85938258911964,-770.1915334867608,-25.547947779639344,794.0509160758804,0,25,huc_07070003_domain
164,529,440642089355101,44.111639,-89.597623,1059.809814,2,GW,1054.469814,5.34,5,Hydroregion 7,POINT (510423.6832999997 2363967.912),510423.6832999997,2363967.9120000005,322.6681792018799,320.93449234671783,huc_07070003_domain,321.4023993072,1.627632,323.0300313072,1.733686855162091,738.8753216532821,-0.10605485516209101,-737.2476896532821,0.46790696048219615,737.1416347981201,0,25,huc_07070003_domain
165,530,440710089272501,44.119419,-89.457065,1080.544678,1,GW,1079.244678,1.3,2,Hydroregion 7,POINT (521552.2943000011 2365596.4694),521552.2943000011,2365596.4694,349.95339074039407,,huc_07070003_domain,328.9537778544,0.39624000000000004,329.3500178544,,,,,,730.5912872596059,0,25,huc_07070003_domain
166,531,441043089285201,44.178584,-89.481231,1104.2323,1,GW,1096.3323,7.9,5,Hydroregion 7,POINT (519176.8828000017 2372044.6029),519176.88280000165,2372044.6029000003,337.23074777464086,347.49207480141195,huc_07070003_domain,334.16208504,2.4079200000000003,336.57000504,-10.261327026771085,756.740225198588,12.669247026771085,-754.332305198588,-13.329989761411923,767.0015522253591,0,25,huc_07070003_domain
167,532,441120089345901,44.18886,-89.583177,1070.046021,1,GW,1064.136021,5.91,5,Hydroregion 7,POINT (510992.7474000007 2372634.922499999),510992.7474000007,2372634.9224999994,326.32450058306256,324.81116838005795,huc_07070003_domain,324.3486592008,1.801368,326.1500272008,1.5133322030046088,745.2348526199421,0.2880357969953913,-743.4334846199421,-0.46250917925794965,743.7215204169376,0,25,huc_07070003_domain
168,533,441248089301901,44.213306,-89.505398,1110.30188,1,GW,1093.93188,16.37,6,Hydroregion 7,POINT (516990.8775000013 2375774.3104),516990.87750000134,2375774.3104,338.5996760321624,342.256394219404,huc_07070003_domain,333.43043702400007,4.9895760000000005,338.420013024,-3.6567181872416086,768.045485780596,8.646294187241608,-763.0559097805959,-8.82595719540393,771.7022039678376,0,25,huc_07070003_domain
169,534,441415089300901,44.237472,-89.50262,1104.035522,1,GW,1095.985522,8.05,5,Hydroregion 7,POINT (517027.6534999982 2378476.8949),517027.65349999815,2378476.8948999997,337.00143182816737,339.372640199363,huc_07070003_domain,334.0563871056,2.4536400000000005,336.5100271056,-2.371208371195621,764.6628818006369,4.824848371195621,-762.209241800637,-5.3162530937630095,767.0340901718325,0,25,huc_07070003_domain
170,535,441421089351601,44.239138,-89.587899,1074.573608,1,GW,1071.543608,3.03,4,Hydroregion 7,POINT (510239.4681000002 2378201.157299999),510239.4681000002,2378201.157299999,327.6567079751329,326.7872124728949,huc_07070003_domain,326.6064917184,0.923544,327.5300357184,0.86949550223801,747.786395527105,0.054048497761990055,-746.862851527105,-0.18072075449492786,746.916900024867,0,25,huc_07070003_domain
171,536,441648089305301,44.279972,-89.514842,1098.294067,1,GW,1088.294067,10.0,5,Hydroregion 7,POINT (515733.6092999987 2383136.375600001),515733.60929999873,2383136.375600001,344.571144933441,332.4647594790371,huc_07070003_domain,331.71203162160003,3.048,334.76003162160004,12.106385454403892,765.8293075209629,-9.058385454403892,-762.7813075209629,-0.7527278574370939,753.722922066559,0,25,huc_07070003_domain
172,537,441649089304901,44.280249,-89.513731,1097.670654,1,GW,1085.760654,11.91,6,Hydroregion 7,POINT (515819.7232999988 2383173.295299999),515819.7232999988,2383173.2952999994,346.5189304181087,332.6271748976026,huc_07070003_domain,330.9398473392,3.6301680000000003,334.57001533920004,13.891755520506138,765.0434791023974,-10.261587520506136,-761.4133111023974,-1.6873275584025578,751.1517235818912,0,25,huc_07070003_domain
173,538,441649089304902,44.280249,-89.513731,1097.670654,1,GW,1086.230654,11.44,6,Hydroregion 7,POINT (515819.7232999988 2383173.295299999),515819.7232999988,2383173.2952999994,346.5189304181087,332.6271748976026,huc_07070003_domain,331.0831033392,3.4869120000000002,334.57001533920004,13.891755520506138,765.0434791023974,-10.404843520506137,-761.5565671023975,-1.5440715584025497,751.1517235818912,0,25,huc_07070003_domain
174,539,441649089304903,44.280249,-89.513731,1097.670654,1,GW,1086.190654,11.48,6,Hydroregion 7,POINT (515819.7232999988 2383173.295299999),515819.7232999988,2383173.2952999994,346.5189304181087,332.6271748976026,huc_07070003_domain,331.0709113392,3.4991040000000004,334.57001533920004,13.891755520506138,765.0434791023974,-10.392651520506137,-761.5443751023975,-1.556263558402577,751.1517235818912,0,25,huc_07070003_domain
175,540,441650089305001,44.280527,-89.514008,1096.358276,1,GW,1085.872443,10.485833,6,Hydroregion 7,POINT (515795.5560000017 2383202.6741),515795.5560000017,2383202.6741000004,345.1457028197706,332.5259389973685,huc_07070003_domain,330.9739206264,3.1960818984,334.1700025248,12.619763822402092,763.8323370026314,-9.423681924002093,-760.6362551042314,-1.552018370968483,751.2125731802294,0,25,huc_07070003_domain
176,541,441650089305002,44.280527,-89.514008,1096.358276,1,GW,1085.765776,10.5925,6,Hydroregion 7,POINT (515795.5560000017 2383202.6741),515795.5560000017,2383202.6741000004,345.1457028197706,332.5259389973685,huc_07070003_domain,330.9414085248,3.228594,334.1700025248,12.619763822402092,763.8323370026314,-9.391169822402091,-760.6037430026314,-1.5845304725684741,751.2125731802294,0,25,huc_07070003_domain
177,542,441651089311101,44.280805,-89.519842,1091.994751,1,GW,1081.679151,10.3156,6,Hydroregion 7,POINT (515330.2677999996 2383201.903200001),515330.26779999956,2383201.9032000005,337.1687385798464,331.43850778749777,huc_07070003_domain,329.69580522480004,3.14419488,332.8400001048,5.730230792348607,760.5562432125022,-2.5860359123486067,-757.4120483325022,-1.7427025626977297,754.8260124201536,0,25,huc_07070003_domain
178,543,441651089311102,44.280805,-89.519842,1091.994751,1,GW,1081.702828,10.291923,6,Hydroregion 7,POINT (515330.2677999996 2383201.903200001),515330.26779999956,2383201.9032000005,337.1687385798464,331.43850778749777,huc_07070003_domain,329.70302197440003,3.1369781304,332.8400001048,5.730230792348607,760.5562432125022,-2.5932526619486067,-757.4192650821021,-1.735485813097739,754.8260124201536,0,25,huc_07070003_domain
179,544,441651089325501,44.280804,-89.548731,1080.118164,2,GW,1073.648164,6.47,5,Hydroregion 7,POINT (513036.4094000012 2383045.540100001),513036.40940000117,2383045.540100001,329.56024456014,328.0397946762385,huc_07070003_domain,327.2479603872,1.972056,329.2200163872,1.520449883901506,752.0783693237615,0.4516061160984941,-750.1063133237616,-0.7918342890384906,750.5579194398599,0,25,huc_07070003_domain
180,545,441702089314301,44.28386,-89.528731,1086.942261,2,GW,1077.382261,9.56,5,Hydroregion 7,POINT (514601.300999999 2383493.4772),514601.30099999905,2383493.4771999996,331.81511209197055,329.82218071079393,huc_07070003_domain,328.3861131528,2.9138880000000005,331.3000011528,1.9929313811766178,757.120080289206,0.9209566188233826,-754.206192289206,-1.4360675579939084,755.1271489080293,0,25,huc_07070003_domain
181,546,441704089304101,44.284416,-89.511508,1093.372803,1,GW,1085.342386,8.030417,5,Hydroregion 7,POINT (515964.4945 2383648.6668),515964.49450000003,2383648.6668,334.04892991354836,332.0487371989542,huc_07070003_domain,330.81235925280004,2.4476711016,333.2600303544,2.0001927145941636,761.3240658010458,0.44747838700583653,-758.8763946994458,-1.236377946154164,759.3238730864516,0,25,huc_07070003_domain
182,547,441704089304102,44.284416,-89.511508,1093.372803,1,GW,1085.264053,8.10875,5,Hydroregion 7,POINT (515964.4945 2383648.6668),515964.49450000003,2383648.6668,334.04892991354836,332.0487371989542,huc_07070003_domain,330.78848335440006,2.471547,333.2600303544,2.0001927145941636,761.3240658010458,0.47135428540583657,-758.8525188010458,-1.2602538445541427,759.3238730864516,0,25,huc_07070003_domain
183,548,441706089312301,44.284971,-89.523175,1089.698242,1,GW,1082.760242,6.938,5,Hydroregion 7,POINT (515033.9728999995 2383647.1324),515033.97289999947,2383647.1324000005,331.97550143840874,330.3306117316162,huc_07070003_domain,330.0253217616,2.1147024,332.1400241616,1.6448897067925259,759.3676302683837,0.4698126932074742,-757.2529278683836,-0.3052899700161902,757.7227405615912,0,25,huc_07070003_domain
184,549,441706089312302,44.284971,-89.523175,1089.698242,1,GW,1082.699042,6.9992,5,Hydroregion 7,POINT (515033.9728999995 2383647.1324),515033.97289999947,2383647.1324000005,331.97550143840874,330.3306117316162,huc_07070003_domain,330.0066680016,2.13335616,332.1400241616,1.6448897067925259,759.3676302683837,0.48846645320747406,-757.2342741083837,-0.3239437300161967,757.7227405615912,0,25,huc_07070003_domain
185,550,441714089310601,44.287194,-89.518453,1091.043335,1,GW,1081.626135,9.4172,5,Hydroregion 7,POINT (515392.0269999988 2383919.8378),515392.02699999884,2383919.8378,332.9089431898929,330.49633604803125,huc_07070003_domain,329.67964594800003,2.87036256,332.550008508,2.412607141861656,760.5469989519688,0.45775541813834364,-757.6766363919688,-0.8166901000312237,758.1343918101072,0,25,huc_07070003_domain
186,551,441714089310602,44.287194,-89.518453,1091.043335,1,GW,1081.711796,9.331539,5,Hydroregion 7,POINT (515392.0269999988 2383919.8378),515392.02699999884,2383919.8378,332.9089431898929,330.49633604803125,huc_07070003_domain,329.7057554208,2.8442530872,332.550008508,2.412607141861656,760.5469989519688,0.43164594533834366,-757.7027458647689,-0.7905806272312361,758.1343918101072,0,25,huc_07070003_domain
187,552,441716089321901,44.287749,-89.538731,1080.544678,2,GW,1069.344678,11.2,6,Hydroregion 7,POINT (513777.8665999994 2383871.771199999),513777.86659999937,2383871.7711999994,329.98077002730247,328.37182827373243,huc_07070003_domain,325.93625785439997,3.41376,329.3500178544,1.6089417535700363,752.1728497262675,1.8048182464299636,-748.7590897262675,-2.435570419332464,750.5639079726975,0,25,huc_07070003_domain
188,553,441716089321902,44.287749,-89.538731,1080.544678,2,GW,1068.574678,11.97,6,Hydroregion 7,POINT (513777.8665999994 2383871.771199999),513777.86659999937,2383871.7711999994,329.98077002730247,328.37182827373243,huc_07070003_domain,325.7015618544,3.6484560000000004,329.3500178544,1.6089417535700363,752.1728497262675,2.039514246429964,-748.5243937262675,-2.6702664193324495,750.5639079726975,0,25,huc_07070003_domain
189,554,441716089321903,44.287749,-89.538731,1080.544678,2,GW,1067.804678,12.74,6,Hydroregion 7,POINT (513777.8665999994 2383871.771199999),513777.86659999937,2383871.7711999994,329.98077002730247,328.37182827373243,huc_07070003_domain,325.4668658544,3.8831520000000004,329.3500178544,1.6089417535700363,752.1728497262675,2.274210246429964,-748.2896977262675,-2.904962419332435,750.5639079726975,0,25,huc_07070003_domain
190,556,441742089314401,44.294971,-89.529008,1080.118164,1,GW,1073.881497,6.236667,5,Hydroregion 7,POINT (514494.9989 2384727.445699999),514494.9989,2384727.445699999,327.8107317285266,327.79717727223226,huc_07070003_domain,327.3190802856,1.9009361016,329.2200163872,0.013554456294343709,752.3209867277677,1.8873816453056562,-750.4200506261677,-0.478096986632238,752.3074322714733,0,25,huc_07070003_domain
191,557,441742089321901,44.294971,-89.538731,1079.88855,2,GW,1071.91855,7.97,5,Hydroregion 7,POINT (513723.1882999986 2384674.8312),513723.18829999864,2384674.8312,329.4930618636474,327.22831859594606,huc_07070003_domain,326.72077404000004,2.429256,329.15003004,2.2647432677013626,752.6602314040538,0.1645127322986375,-750.2309754040538,-0.5075445559460263,750.3954881363525,0,25,huc_07070003_domain
192,558,441743089325701,44.295249,-89.549286,1075.426514,2,GW,1065.516514,9.91,5,Hydroregion 7,POINT (512883.116799999 2384648.6833),512883.116799999,2384648.6832999997,328.0716993703554,326.80160355547974,huc_07070003_domain,324.7694334672,3.0205680000000004,327.7900014672,1.270095814875674,748.6249104445203,1.7504721851243263,-745.6043424445203,-2.03217008827977,747.3548146296446,0,25,huc_07070003_domain
193,559,441807089325601,44.301915,-89.549009,1070.078857,2,GW,1063.388857,6.69,5,Hydroregion 7,POINT (512854.7771000005 2385391.4637),512854.77710000053,2385391.4637,326.288302549909,326.0109602780135,huc_07070003_domain,324.1209236136,2.0391120000000003,326.16003561360003,0.2773422718955203,744.0678967219865,1.76176972810448,-742.0287847219864,-1.8900366644135147,743.7905544500909,0,25,huc_07070003_domain
194,560,441807089325602,44.301915,-89.549009,1070.078857,2,GW,1063.108857,6.97,5,Hydroregion 7,POINT (512854.7771000005 2385391.4637),512854.77710000053,2385391.4637,326.288302549909,326.0109602780135,huc_07070003_domain,324.0355796136,2.124456,326.16003561360003,0.2773422718955203,744.0678967219865,1.8471137281044796,-741.9434407219865,-1.9753806644134784,743.7905544500909,0,25,huc_07070003_domain
195,561,441807089325603,44.301915,-89.549009,1070.078857,2,GW,1063.398857,6.68,5,Hydroregion 7,POINT (512854.7771000005 2385391.4637),512854.77710000053,2385391.4637,326.288302549909,326.0109602780135,huc_07070003_domain,324.12397161359996,2.036064,326.16003561360003,0.2773422718955203,744.0678967219865,1.7587217281044798,-742.0318327219865,-1.8869886644135363,743.7905544500909,0,25,huc_07070003_domain
196,562,441821090012901,44.305796,-90.024852,979.888489,1,GW,974.738489,5.15,5,Hydroregion 7,POINT (475049.8007999994 2383349.7776),475049.8007999994,2383349.7775999997,298.10509990415596,298.551418520877,huc_07070003_domain,297.1002914472,1.5697200000000002,298.6700114472,-0.4463186167210438,681.337070479123,2.016038616721044,-679.767350479123,-1.4511270736770143,681.7833890958441,0,25,huc_07070003_domain
197,563,441828089590001,44.307741,-89.983463,979.822876,1,GW,979.822876,0.0,0,Hydroregion 7,POINT (478322.3693000004 2383773.6851),478322.36930000037,2383773.6851000004,298.54389854454075,298.6053351113068,huc_07070003_domain,298.6500126048,0.0,298.6500126048,-0.061436566766019496,681.2175408886932,0.061436566766019496,-681.2175408886932,0.04467749349322503,681.2789774554592,0,25,huc_07070003_domain
198,564,441909089400301,44.319135,-89.667621,1050.426514,1,GW,1045.926514,4.5,4,Hydroregion 7,POINT (503311.3583000004 2386672.1011),503311.35830000043,2386672.1010999996,320.84214178310015,319.9268618793086,huc_07070003_domain,318.7984014672,1.3716000000000002,320.1700014672,0.9152799037915429,730.4996521206914,0.45632009620845726,-729.1280521206914,-1.128460412108609,729.5843722168999,0,25,huc_07070003_domain
199,565,441936089400301,44.326635,-89.667621,1053.87146,1,GW,1046.02146,7.85,5,Hydroregion 7,POINT (503255.7087000012 2387506.0713),503255.70870000124,2387506.0713,321.3335295925357,319.988665085447,huc_07070003_domain,318.827341008,2.39268,321.22002100800006,1.3448645070886869,733.8827949145531,1.047815492911313,-731.490114914553,-1.1613240774469773,732.5379304074644,0,25,huc_07070003_domain
200,566,441936089400302,44.326635,-89.667621,1053.87146,1,GW,1049.13146,4.74,4,Hydroregion 7,POINT (503255.7087000012 2387506.0713),503255.70870000124,2387506.0713,321.3335295925357,319.988665085447,huc_07070003_domain,319.775269008,1.444752,321.22002100800006,1.3448645070886869,733.8827949145531,0.09988749291131316,-732.4380429145531,-0.21339607744698696,732.5379304074644,0,25,huc_07070003_domain
201,567,441936089400303,44.326635,-89.667621,1053.87146,1,GW,1049.00146,4.87,4,Hydroregion 7,POINT (503255.7087000012 2387506.0713),503255.70870000124,2387506.0713,321.3335295925357,319.988665085447,huc_07070003_domain,319.735645008,1.4843760000000001,321.22002100800006,1.3448645070886869,733.8827949145531,0.13951149291131326,-732.3984189145531,-0.2530200774469904,732.5379304074644,0,25,huc_07070003_domain
202,568,441938089411501,44.32719,-89.687622,1048.884521,1,GW,1040.614521,8.27,5,Hydroregion 7,POINT (501664.4519999996 2387462.0637),501664.4519999996,2387462.0637,319.006917110969,318.5929723851908,huc_07070003_domain,317.1793060008,2.520696,319.7000020008,0.41394472577820807,730.2915486148091,2.106751274221792,-727.7708526148091,-1.4136663843908082,729.877603889031,0,25,huc_07070003_domain
