,Kf,Kc,Kb,vani,hydro,topo,sse,p5,p10,p20,Best,diff_error,sum_error
114,1.4677992676220695,6.812920690579611,6.812920690579611,31.622776601683793,0.024721878862793572,0.010112203906358221,126.98125551710181,0.0021175884404583956,0.000622820129546587,0.0,0.0,0.01460967495643535,0.03483408276915179
115,1.4677992676220695,6.812920690579611,6.812920690579611,316.22776601683796,0.006180469715698393,0.03449231195456434,93.92629754604566,0.007847533632286996,0.0018684603886397607,0.0,0.0,0.028311842238865948,0.04067278167026273
116,1.4677992676220695,6.812920690579611,14.67799267622069,31.622776601683793,0.04326328800988875,0.0013852334118298934,164.7099962681229,0.0003736920777279522,0.0,0.0,0.0,0.04187805459805886,0.04464852142171865
117,1.4677992676220695,6.812920690579611,14.67799267622069,316.22776601683796,0.006180469715698393,0.01634575425959274,118.70893728632021,0.002242152466367713,0.00024912805181863477,0.0,0.0,0.010165284543894346,0.022526223975291134
118,1.4677992676220695,6.812920690579611,31.622776601683793,31.622776601683793,0.13720642768850433,0.0002770466823659787,222.71978106436754,0.0,0.0,0.0,0.0,0.13692938100613836,0.1374834743708703
119,1.4677992676220695,6.812920690579611,31.622776601683793,316.22776601683796,0.014833127317676144,0.013159717412383986,154.98737499776402,0.0004982561036372695,0.0,0.0,0.0,0.001673409905292158,0.02799284473006013
120,3.1622776601683795,6.812920690579611,3.1622776601683795,31.622776601683793,0.018541409147095178,0.025626818118853027,110.18530917558033,0.007972097658196313,0.001993024414549078,0.00012456402590931738,0.0,0.007085408971757849,0.044168227265948205
121,3.1622776601683795,6.812920690579611,3.1622776601683795,316.22776601683796,0.004944375772558714,0.05111511289652306,89.6630546056802,0.016068759342301942,0.003487792725460887,0.0004982561036372695,0.0,0.04617073712396435,0.056059488669081774
122,3.1622776601683795,6.812920690579611,6.812920690579611,31.622776601683793,0.024721878862793572,0.007480260423881424,133.79929149394596,0.001993024414549078,0.0004982561036372695,0.0,0.0,0.01724161843891215,0.032202139286674994
123,3.1622776601683795,6.812920690579611,6.812920690579611,316.22776601683796,0.006180469715698393,0.023826014683474166,104.75617305100404,0.0051071250622820126,0.001245640259093174,0.0,0.0,0.017645544967775772,0.03000648439917256
124,3.1622776601683795,6.812920690579611,14.67799267622069,31.622776601683793,0.049443757725587144,0.001246710070646904,169.91319173888917,0.00024912805181863477,0.0,0.0,0.0,0.04819704765494024,0.05069046779623405
125,3.1622776601683795,6.812920690579611,14.67799267622069,316.22776601683796,0.007416563658838072,0.013852334118298934,129.23417703372195,0.0017438963627304435,0.00012456402590931738,0.0,0.0,0.006435770459460862,0.021268897777137006
126,3.1622776601683795,6.812920690579611,31.622776601683793,31.622776601683793,0.14215080346106304,0.0002770466823659787,226.96566975792987,0.0,0.0,0.0,0.0,0.14187375677869707,0.142427850143429
127,3.1622776601683795,6.812920690579611,31.622776601683793,316.22776601683796,0.018541409147095178,0.011913007341737083,166.26740645101302,0.0004982561036372695,0.0,0.0,0.0,0.006628401805358095,0.03045441648883226
